Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Avg Run Cadence,Max Run Cadence,Normalized Power® (NP®),Training Stress Score®,Max Avg Power (20 min),Avg Power,Max Power,Total Strokes,Avg. Swolf,Avg Stroke Rate,Steps,Total Reps,Total Sets,Body Battery Drain,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Stress Change,Stress Start,Stress End,Avg Stress,Max Stress,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2025-02-11 17:31:12,false,"Eindhoven - Intervals","9.02","610","00:55:42","145","172","3.5","157","194","6:11","3:11","7","8","1.03","8.6","8.4","263","6:12","--","--","288","0.0","--","255","511","--","--","--","8,702","--","--","-11","--","No","00:00:13.4","36","--","29","16","41","--","--","--","--","--","00:55:30","00:57:15","16","21"
Yoga,2025-02-10 18:08:42,false,"Yoga","--","52","00:27:29","68","96","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","2","--","--","No","00:27:29","1","--","16","11","21","11","69","80","47","89","00:27:29","00:27:29","--","--"
Running,2025-02-09 10:16:16,false,"Eindhoven Running","12.82","838","01:19:57","134","145","3.3","170","176","6:14","4:00","11","14","0.94","9.1","8.6","270","6:15","--","--","256","0.0","--","255","426","--","--","--","13,546","--","--","-20","--","No","00:04:59.6","13","--","36","25","44","--","--","--","--","--","01:19:49","01:20:29","16","22"
Yoga,2025-02-08 21:58:56,false,"Yoga","--","56","00:21:02","76","100","0.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","--","--","No","00:21:02","1","--","16","10","21","2","87","89","64","95","00:21:02","00:21:02","--","--"
Indoor Cycling,2025-02-08 15:53:10,false,"Freeborn - TrainerRoad","40.15","850","02:00:00","119","131","3.1","--","--","20.1","25.0","--","--","--","--","--","--","--","83","95","120","74.0","130","118","136","--","--","--","--","--","--","--","--","No","00:05:00","7","--","--","--","--","--","--","--","--","--","01:59:55","02:00:00","--","--"
Running,2025-02-08 10:13:19,false,"Eindhoven Running","5.00","343","00:29:29","146","156","3.1","168","176","5:54","4:10","4","4","1.01","8.9","9.0","269","5:55","--","--","275","0.0","--","274","425","--","--","--","4,942","--","--","-8","--","No","00:05:44.4","5","--","30","22","39","--","--","--","--","--","00:29:28","00:29:29","17","20"
Strength Training,2025-02-07 18:57:10,false,"Strength","0.00","286","00:57:58","99","137","0.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","378","189","26","-3","--","No","00:57:58","1","--","--","--","--","--","--","--","--","--","00:33:38","00:57:58","--","--"
Pool Swim,2025-02-07 16:17:37,false,"19x100m RP","2,100","355","00:53:36","109","137","2.0","--","--","2:09","1:51","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","909","86","20","--","--","--","--","--","No","00:00:00.5","47","--","--","--","--","--","--","--","--","--","00:45:16","00:56:08","--","--"
Indoor Cycling,2025-02-06 18:41:52,false,"Leavitt -4 - TrainerRoad","24.20","495","01:00:00","120","133","2.8","--","--","24.2","26.0","--","--","--","--","--","--","--","84","94","141","51.0","148","137","159","--","--","--","--","--","--","--","--","No","00:00:30","17","--","--","--","--","--","--","--","--","--","00:59:57","01:00:00","--","--"
Yoga,2025-02-05 20:45:26,false,"Yoga","--","38","00:18:41","71","100","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-1","--","No","00:18:41","1","--","15","11","19","-24","82","58","58","90","00:18:41","00:18:41","--","--"
Running,2025-02-05 18:12:25,false,"Eindhoven Running","8.34","532","00:48:22","135","162","3.1","167","190","5:48","3:25","7","11","1.03","8.9","9.1","269","5:50","--","--","275","0.0","--","275","458","--","--","--","8,058","--","--","-11","--","No","00:00:09.9","12","--","31","21","36","--","--","--","--","--","00:48:19","00:50:58","6","18"
Indoor Cycling,2025-02-04 17:36:07,false,"Icefall -5 - TrainerRoad","23.18","488","01:00:00","122","139","3.0","--","--","23.2","30.0","--","--","--","--","--","--","--","84","95","150","58.0","147","136","194","--","--","--","--","--","--","--","--","No","00:01:00","35","--","--","--","--","--","--","--","--","--","00:59:56","01:00:00","--","--"
Yoga,2025-02-03 21:00:36,false,"Yoga","--","28","00:15:01","66","109","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-1","--","No","00:15:01","1","--","16","12","18","1","35","36","46","95","00:15:01","00:15:01","--","--"
Running,2025-02-03 14:02:49,false,"Eindhoven Running","8.25","533","00:47:49","140","148","3.2","168","177","5:48","5:00","7","7","1.03","8.8","9.1","268","5:49","--","--","279","0.0","--","278","352","--","--","--","8,000","--","--","-11","--","No","00:01:21.1","9","--","28","20","34","--","--","--","--","--","00:47:47","00:47:49","17","22"
Yoga,2025-02-02 21:21:50,false,"Yoga","--","58","00:21:36","76","100","0.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-2","--","No","00:21:36","1","--","16","12","19","-34","85","51","72","90","00:21:36","00:21:36","--","--"
Strength Training,2025-02-02 17:20:16,false,"Strength","0.00","289","01:04:14","96","155","0.6","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","492","246","26","-4","--","No","01:04:14","1","--","--","--","--","--","--","--","--","--","00:28:11","01:04:14","--","--"
Cycling,2025-02-02 14:55:25,false,"Eindhoven Cycling","27.77","576","01:07:06","127","143","2.9","--","--","24.8","35.1","111","116","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","-10","--","No","00:08:22.1","6","--","26","12","40","--","--","--","--","--","01:05:48","01:15:20","12","28"
Yoga,2025-02-01 20:47:58,false,"Yoga","--","67","00:33:01","71","109","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-3","--","No","00:33:01","1","--","15","10","19","-21","84","63","56","93","00:33:01","00:33:01","--","--"
Indoor Cycling,2025-02-01 18:30:12,false,"Cabell - TrainerRoad","17.82","360","00:45:00","123","134","2.7","--","--","23.7","26.0","--","--","--","--","--","--","--","78","89","138","33.0","145","134","155","--","--","--","--","--","--","--","--","No","00:01:00","17","--","--","--","--","--","--","--","--","--","00:44:59","00:45:00","--","--"
Running,2025-01-29 18:49:41,false,"Villa Gesell Running","7.49","501","00:44:38","141","153","3.2","165","174","5:58","5:40","38","38","1.02","9.1","9.2","274","5:56","--","--","282","0.0","--","280","374","--","--","--","7,330","--","--","-8","--","No","00:02:52.4","8","--","28","22","37","--","--","--","--","--","00:44:37","00:44:38","10","30"
Pool Swim,2025-01-29 10:58:40,false,"Pool Swim","615","105","00:25:03","80","97","0.2","--","--","2:56","1:25","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","289","33","16","--","--","--","--","--","No","00:00:58.1","7","--","--","--","--","--","--","--","--","--","00:18:03","00:25:23","--","--"
Open Water Swimming,2025-01-29 10:52:05,false,"Villa Gesell Open Water Swimming","95","19","00:05:28.5","77","93","0.0","--","--","5:46","1:26","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","24","93","3","--","--","--","--","27.0","No","00:05:28.5","1","28.0","--","--","--","--","--","--","--","--","00:02:13","00:05:28.5","--","--"
Pool Swim,2025-01-29 10:34:35,false,"Pool Swim","168","49","00:14:07","78","100","0.1","--","--","3:40","1:58","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","105","40","17","--","--","--","--","--","No","00:00:00.2","15","--","--","--","--","--","--","--","--","--","00:06:09.8","00:14:12","--","--"
Strength Training,2025-01-28 20:48:07,false,"Strength","0.00","55","00:12:04","91","108","0.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","124","62","7","--","--","No","00:12:04","1","--","--","--","--","--","--","--","--","--","00:07:36.8","00:12:04","--","--"
Running,2025-01-28 18:55:09,false,"Villa Gesell Running","7.53","498","00:46:05","137","148","3.1","163","172","6:07","5:10","44","39","1.00","9.2","9.2","277","6:06","--","--","275","0.0","--","274","369","--","--","--","7,508","--","--","-11","--","No","00:03:17.3","8","--","28","18","37","--","--","--","--","--","00:46:00","00:47:25","9","25"
Running,2025-01-27 18:43:21,false,"Villa Gesell Running","9.53","643","01:00:33","137","149","3.2","162","174","6:21","5:23","53","50","0.97","9.3","9.1","281","6:19","--","--","260","0.0","--","259","350","--","--","--","9,806","--","--","-12","--","No","00:03:23.8","10","--","29","20","42","--","--","--","--","--","01:00:30","01:01:06","9","29"
Pool Swim,2025-01-27 14:25:35,false,"Pool Swim","560","107","00:24:51","81","100","0.2","--","--","2:43","1:23","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","289","30","19","--","--","--","--","--","No","00:00:02.7","33","--","--","--","--","--","--","--","--","--","00:15:13","00:26:07","--","--"
Running,2025-01-25 21:31:54,false,"Villa Gesell - Gesell Corre de Noche","5.95","414","00:29:36","174","183","4.3","170","186","4:59","4:06","5","9","1.18","8.1","9.5","253","5:00","--","--","325","0.0","--","321","398","--","--","--","5,034","--","--","-10","--","No","00:04:41.6","6","--","41","26","49","--","--","--","--","--","00:29:34","00:29:36","3","11"
Pool Swim,2025-01-25 10:39:51,false,"Pool Swim","476","147","00:33:14","86","105","0.3","--","--","2:46","0:52","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","266","31","20","--","--","--","--","--","No","00:00:01.8","43","--","--","--","--","--","--","--","--","--","00:13:11","00:59:15","--","--"
Strength Training,2025-01-23 22:48:07,false,"Strength","0.00","273","00:54:05","102","133","0.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","306","153","21","--","--","No","00:54:05","1","--","--","--","--","--","--","--","--","--","00:28:08","00:54:05","--","--"
Running,2025-01-22 19:07:54,false,"Olavarría Running","7.97","563","00:51:34","148","156","3.2","161","170","6:28","5:04","29","32","0.96","9.5","9.2","287","6:29","--","--","257","0.0","--","255","328","--","--","--","8,264","--","--","-10","--","No","00:05:57.0","8","--","31","22","39","--","--","--","--","--","00:51:31","00:51:34","156","178"
Yoga,2025-01-21 20:15:43,false,"Yoga","--","--","00:29:14","--","--","0.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","--","--","No","00:29:14","1","--","--","--","--","--","--","--","--","--","00:29:14","00:29:14","--","--"
Strength Training,2025-01-21 14:51:10,false,"Strength","0.00","384","01:13:47","105","199","1.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","478","239","23","-7","--","No","01:13:47","1","--","--","--","--","--","--","--","--","--","00:39:30","01:13:47","--","--"
Strength Training,2025-01-21 12:16:13,false,"FPP","0.00","69","00:13:56","95","122","0.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","64","18","3","-2","--","No","00:13:56","1","--","--","--","--","--","--","--","--","--","00:13:56","00:13:56","--","--"
Yoga,2025-01-20 20:10:25,false,"Yoga","--","73","00:47:05","62","96","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-3","--","No","00:47:05","1","--","16","12","23","-19","51","32","36","93","00:47:05","00:48:39","--","--"
Strength Training,2025-01-20 16:03:16,false,"FPP","0.00","92","00:19:24","94","124","0.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","50","25","5","-1","--","No","00:19:24","1","--","--","--","--","--","--","--","--","--","00:18:11","00:19:24","--","--"
Running,2025-01-19 10:00:57,false,"Olavarría Running","8.71","580","00:55:18","139","154","3.0","164","169","6:21","5:39","28","26","0.96","9.4","9.0","280","6:21","--","--","260","0.0","--","260","304","--","--","--","9,026","--","--","-15","--","No","00:04:23.1","9","--","27","20","35","--","--","--","--","--","00:55:16","00:55:38","158","182"
Strength Training,2025-01-18 19:15:57,false,"Strength","0.00","311","01:03:23","100","137","0.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","480","240","21","-5","--","No","01:03:23","1","--","--","--","--","--","--","--","--","--","00:31:18","01:03:23","--","--"
Running,2025-01-18 17:03:36,false,"Olavarría Running","6.97","465","00:44:16","138","147","2.8","162","174","6:21","5:08","30","31","0.97","9.3","9.1","281","6:21","--","--","267","0.0","--","264","341","--","--","--","7,180","--","--","-9","--","No","00:06:03.9","7","--","26","13","35","--","--","--","--","--","00:44:02","00:48:05","155","181"
Yoga,2025-01-17 20:01:12,false,"Yoga","--","41","00:29:17","61","85","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-1","--","No","00:29:17","1","--","14","10","17","24","16","40","30","84","00:29:17","00:29:17","--","--"
Running,2025-01-16 17:53:37,false,"Tandil Running","8.66","598","00:48:48","154","172","3.8","163","176","5:38","4:14","47","44","1.09","8.8","9.5","270","5:36","--","--","306","0.0","--","299","462","--","--","--","7,956","--","--","-9","--","No","00:03:58.2","9","--","30","20","38","--","--","--","--","--","00:48:27","00:49:36","182","208"
Pool Swim,2025-01-15 13:52:30,false,"Pool Swim","2,000","340","00:47:37","111","131","2.0","--","--","2:07","1:12","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","780","41","18","--","--","--","--","--","No","00:00:09.6","30","--","--","--","--","--","--","--","--","--","00:42:19","00:47:48","--","--"
Running,2025-01-14 18:37:31,false,"Tandil Running","8.62","600","00:52:39","143","162","3.3","163","174","6:07","4:59","64","62","1.00","9.2","9.2","279","6:04","--","--","273","0.0","--","270","414","--","--","--","8,556","--","--","-9","--","No","00:03:50.3","9","--","31","22","38","--","--","--","--","--","00:52:38","00:53:18","181","207"
Pool Swim,2025-01-13 12:08:17,false,"Pool Swim","2,000","367","00:50:54","112","143","2.0","--","--","2:02","1:20","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","770","40","19","--","--","--","--","--","No","00:00:06.1","31","--","--","--","--","--","--","--","--","--","00:40:41","00:51:45","--","--"
Running,2025-01-12 12:15:28,false,"Tandil Running","8.87","632","00:55:02","148","164","3.4","163","174","6:12","5:42","49","43","0.99","9.3","9.1","279","6:10","--","--","270","0.0","--","269","373","--","--","--","8,964","--","--","-11","--","No","00:05:27.6","9","--","32","22","42","--","--","--","--","--","00:54:58","00:55:19","184","213"
Strength Training,2025-01-11 16:18:17,false,"Strength","0.00","323","00:53:05","109","146","1.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","570","285","20","--","--","No","00:53:05","1","--","--","--","--","--","--","--","--","--","00:30:15","00:53:05","--","--"
Running,2025-01-10 18:30:53,false,"Tandil Running","7.89","542","00:49:32","139","152","3.1","162","175","6:17","4:47","48","59","0.98","9.3","9.2","281","6:16","--","--","261","0.0","--","259","385","--","--","--","7,996","--","--","-9","--","No","00:05:33.2","8","--","--","--","--","--","--","--","--","--","00:49:29","00:51:41","187","226"
Pool Swim,2025-01-09 12:04:14,false,"Pool Swim","2,000","365","00:47:26","116","128","2.1","--","--","2:04","1:19","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","811","41","20","--","--","--","--","--","No","00:00:00","38","--","--","--","--","--","--","--","--","--","00:41:18","00:47:43","--","--"
Running,2025-01-08 20:07:47,false,"Tandil Running","8.28","564","00:50:16","143","157","3.2","163","174","6:04","4:48","37","41","1.01","9.1","9.2","277","6:03","--","--","274","0.0","--","273","391","--","--","--","8,170","--","--","-8","--","No","00:01:43.9","9","--","26","13","33","--","--","--","--","--","00:50:12","00:55:47","181","207"
Running,2025-01-07 19:05:01,false,"Olavarría Running","8.15","567","00:45:07","160","174","3.8","167","174","5:32","4:34","31","29","1.08","8.7","9.4","266","5:32","--","--","301","0.0","--","295","365","--","--","--","7,496","--","--","-12","--","No","00:00:54.8","9","--","32","23","41","--","--","--","--","--","00:45:05","00:45:07","156","177"
Strength Training,2025-01-06 19:37:43,false,"Strength","0.00","424","01:39:01","95","141","0.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","596","298","27","--","--","No","01:39:01","1","--","--","--","--","--","--","--","--","--","00:44:59","01:39:01","--","--"
Yoga,2025-01-05 22:14:33,false,"Yoga","--","61","00:20:01","80","104","0.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","--","--","No","00:20:01","1","--","16","11","24","-33","78","45","74","97","00:20:01","00:20:33","--","--"
Running,2025-01-05 19:27:00,false,"Olavarría Running","12.19","817","01:14:09","144","153","3.4","167","174","6:05","4:53","22","20","0.99","9.1","9.0","273","6:05","--","--","273","0.0","--","271","390","--","--","--","12,322","--","--","-12","--","No","00:01:07.9","13","--","26","17","37","--","--","--","--","--","01:14:05","01:14:17","162","181"
Yoga,2025-01-04 18:57:32,false,"Yoga","--","79","00:43:25","67","140","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-3","--","No","00:43:25","1","--","16","11","24","-5","81","76","42","96","00:43:25","00:48:16","--","--"
Running,2025-01-03 10:32:18,false,"Eindhoven Running","11.15","735","01:06:23","141","151","3.2","170","176","5:57","4:50","15","22","0.99","8.9","8.8","267","5:58","--","--","275","0.0","--","275","393","--","--","--","11,238","--","--","-17","--","No","00:00:47.8","12","--","29","22","37","--","--","--","--","--","01:06:20","01:07:54","16","24"
Indoor Cycling,2025-01-02 17:43:43,false,"Leavitt - TrainerRoad","31.69","643","01:15:00","121","133","3.2","--","--","25.3","26.0","--","--","--","--","--","--","--","82","93","146","66.0","153","143","161","--","--","--","--","--","--","--","--","No","00:00:30","15","--","--","--","--","--","--","--","--","--","01:15:00","01:15:00","--","--"
Running,2025-01-01 20:17:57,false,"Eindhoven Running","0.75","51","00:04:33.2","134","139","1.1","172","177","6:04","5:07","3","1","0.97","8.9","8.5","265","6:02","--","--","301","0.0","--","298","369","--","--","--","778","--","--","-1","--","No","00:04:33.2","1","--","32","24","36","--","--","--","--","--","00:04:33","00:04:33.2","19","22"
Running,2025-01-01 19:41:06,false,"Eindhoven Running","5.09","350","00:31:23","140","150","2.7","170","178","6:10","5:35","9","14","0.95","9.0","8.6","269","6:11","--","--","269","0.0","--","266","385","--","--","--","5,326","--","--","-6","--","No","00:00:34.2","6","--","29","23","34","--","--","--","--","--","00:31:22","00:31:23","12","19"
Running,2025-01-01 19:21:46,false,"Eindhoven Running","0.77","49","00:04:23.4","136","144","1.0","169","172","5:42","3:27","2","4","1.02","8.9","9.0","268","5:52","--","--","273","0.0","--","268","463","--","--","--","734","--","--","-1","--","No","00:04:23.4","1","--","24","20","30","--","--","--","--","--","00:04:23.4","00:04:23.4","17","20"
Yoga,2024-12-31 20:03:57,false,"Yoga","--","25","00:16:35","61","91","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-1","--","No","00:16:35","1","--","16","12","19","5","37","42","33","90","00:16:35","00:16:35","--","--"
Indoor Cycling,2024-12-31 12:04:34,false,"Jane Bald - TrainerRoad","25.10","496","01:00:00","123","147","3.2","--","--","25.1","37.0","--","--","--","--","--","--","--","84","120","150","57.0","152","139","367","--","--","--","--","--","--","--","--","No","00:00:10","32","--","--","--","--","--","--","--","--","--","00:59:55","01:00:00","--","--"
Yoga,2024-12-29 20:22:47,false,"Yoga","--","33","00:20:25","64","93","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-1","--","No","00:20:25","1","--","15","11","20","-8","38","30","39","89","00:20:25","00:20:25","--","--"
Running,2024-12-29 10:14:49,false,"Eindhoven Running","10.23","665","00:58:19","142","153","3.4","171","177","5:42","4:48","13","16","1.03","8.7","8.9","263","5:43","--","--","279","0.0","--","278","370","--","--","--","9,918","--","--","-16","--","No","00:01:20.1","11","--","29","24","35","--","--","--","--","--","00:58:16","00:58:19","16","26"
Indoor Cycling,2024-12-28 15:52:19,false,"Cycling","50.13","858","02:00:00","118","127","--","--","--","25.1","29.0","--","--","--","--","--","--","--","82","93","121","0.0","--","119","144","--","--","--","--","--","--","--","--","No","00:01:00","51","--","--","--","--","--","--","--","--","--","01:59:59","02:00:00","--","--"
Running,2024-12-28 10:13:19,false,"Eindhoven Running","5.09","343","00:27:40","149","159","3.2","171","177","5:26","4:36","4","15","1.07","8.4","9.1","259","5:26","--","--","291","0.0","--","290","349","--","--","--","4,714","--","--","-8","--","No","00:00:32.1","6","--","--","--","--","--","--","--","--","--","00:27:38","00:27:40","15","20"
Yoga,2024-12-27 21:24:49,false,"Yoga","--","51","00:27:12","68","91","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","--","--","No","00:27:12","1","--","15","12","18","8","19","27","47","86","00:27:12","00:27:12","--","--"
Strength Training,2024-12-27 16:25:26,false,"Strength","0.00","312","01:03:10","100","146","1.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","364","182","21","--","--","No","01:03:10","1","--","--","--","--","--","--","--","--","--","00:26:25","01:03:10","--","--"
Running,2024-12-26 15:37:38,false,"Eindhoven Running","8.30","540","00:47:09","144","151","3.2","170","174","5:41","4:47","5","4","1.03","8.7","9.0","263","5:42","--","--","278","0.0","--","277","348","--","--","--","8,000","--","--","-9","--","No","00:01:47.3","9","--","26","17","32","--","--","--","--","--","00:47:08","00:48:23","18","23"
Indoor Cycling,2024-12-26 11:38:45,false,"Holt Hill -1 - TrainerRoad","33.46","618","01:15:00","128","143","3.3","--","--","26.8","30.0","--","--","--","--","--","--","--","88","99","142","64.0","151","137","160","--","--","--","--","--","--","--","--","No","00:03:00","8","--","--","--","--","--","--","--","--","--","01:15:00","01:15:00","--","--"
