Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Avg Run Cadence,Max Run Cadence,Normalized Power® (NP®),Training Stress Score®,Max Avg Power (20 min),Avg Power,Max Power,Total Strokes,Avg. Swolf,Avg Stroke Rate,Steps,Total Reps,Total Sets,Body Battery Drain,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Stress Change,Stress Start,Stress End,Avg Stress,Max Stress,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Cycling,2025-07-11 10:14:47,false,"Eindhoven Cycling","43.18","697","01:50:50","112","128","2.2","--","--","23.4","36.7","173","181","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","-13","--","No","00:07:54.2","9","--","22","14","34","--","--","--","--","--","01:45:59","01:52:40","4","23"
Running,2025-07-10 19:00:39,false,"Eindhoven Running","8.25","528","00:43:57","146","165","3.5","169","177","5:20","4:04","7","7","1.09","8.5","9.2","261","5:25","--","--","303","0.0","--","300","453","--","--","--","7,424","--","--","-9","--","No","00:01:21.7","9","--","27","18","36","--","--","--","--","--","00:43:55","00:45:07","17","23"
Cycling,2025-07-09 18:43:41,false,"Eindhoven Cycling","32.17","539","01:14:13","116","155","2.2","--","--","26.0","42.5","121","122","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","-8","--","No","00:05:12.1","7","--","23","15","32","--","--","--","--","--","01:11:06","01:14:13","13","28"
Strength Training,2025-07-08 17:07:06,false,"Strength","0.00","252","00:35:26","114","151","1.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","146","73","8","-3","--","No","00:35:26","1","--","--","--","--","--","--","--","--","--","00:21:04","00:35:26","--","--"
Running,2025-07-08 11:16:14,false,"Eindhoven Running","7.12","474","00:41:47","139","146","3.1","165","174","5:52","5:02","7","8","1.03","8.8","9.1","268","5:52","--","--","279","0.0","--","276","386","--","--","--","6,902","--","--","-11","--","No","00:00:40.2","8","--","28","21","33","--","--","--","--","--","00:41:17","00:42:12","14","20"
Yoga,2025-07-07 19:44:20,false,"Yoga","--","66","00:38:12","64","118","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","--","--","No","00:38:12","1","--","14","0","24","65","2","67","41","96","00:38:12","00:38:12","--","--"
Yoga,2025-07-06 19:51:17,false,"Yoga","--","23","00:12:08","65","96","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","--","--","No","00:12:08","1","--","14","11","18","-20","73","53","44","84","00:12:08","00:12:08","--","--"
Running,2025-07-06 09:19:24,false,"Eindhoven Running","6.04","406","00:34:10","144","158","3.2","170","176","5:39","4:40","9","7","1.04","8.7","9.0","264","5:40","--","--","288","0.0","--","286","389","--","--","--","5,778","--","--","-10","--","No","00:00:13.6","7","--","--","--","--","--","--","--","--","--","00:34:08","00:34:10","21","26"
Strength Training,2025-07-05 15:15:36,false,"Strength","0.00","208","00:30:58","110","154","1.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","184","92","8","-3","--","No","00:30:58","1","--","--","--","--","--","--","--","--","--","00:21:09","00:30:58","--","--"
Running,2025-07-05 10:17:00,false,"Eindhoven Running","5.04","346","00:29:48","139","148","3.0","168","174","5:55","4:51","10","8","1.01","8.9","9.0","269","5:55","--","--","280","0.0","--","279","387","--","--","--","4,988","--","--","-8","--","No","00:00:14.7","6","--","--","--","--","--","--","--","--","--","00:29:46","00:29:48","18","23"
Cycling,2025-07-04 17:51:01,false,"Eindhoven Cycling","43.04","622","01:43:36","110","131","2.2","--","--","24.9","35.4","111","114","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","-7","--","No","00:08:13.6","9","--","22","14","35","--","--","--","--","--","01:42:17","02:06:37","12","24"
Yoga,2025-07-04 09:25:21,false,"Yoga","--","28","00:10:33","78","95","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","--","--","No","00:10:33","1","--","15","0","24","55","33","88","69","93","00:10:33","00:10:33","--","--"
Running,2025-07-03 18:39:19,false,"Eindhoven Running","5.17","343","00:29:55","138","146","2.9","167","176","5:47","5:17","7","8","1.04","8.8","9.1","267","5:46","--","--","288","0.0","--","285","360","--","--","--","5,002","--","--","-6","--","No","00:01:01.5","6","--","28","18","35","--","--","--","--","--","00:29:50","00:29:55","18","24"
Virtual Cycling,2025-07-02 18:39:48,false,"ROUVY - Tempo Lifter | TT's plan","30.02","530","01:08:00","120","142","2.8","--","--","26.5","68.2","358","318","--","--","--","--","--","84","94","143","53.0","146","136","191","--","--","--","--","--","--","--","--","No","00:00:29.9","34","--","--","--","--","--","--","--","--","--","01:07:56","01:08:00","4","190"
Yoga,2025-07-01 20:19:11,false,"Yoga","--","39","00:19:45","70","88","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-2","--","No","00:19:45","1","--","15","8","20","39","39","78","50","85","00:19:45","00:19:45","--","--"
Running,2025-07-01 07:27:11,false,"Eindhoven Running","4.51","297","00:27:25","135","142","2.5","164","172","6:05","5:28","4","2","1.00","9.1","9.2","276","6:05","--","--","261","0.0","--","262","320","--","--","--","4,490","--","--","-9","--","No","00:03:08.5","5","--","26","19","34","--","--","--","--","--","00:27:24","00:49:00","18","22"
Strength Training,2025-06-30 19:57:07,false,"Strength","0.00","228","00:45:28","99","126","0.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","398","199","22","-2","--","No","00:45:28","1","--","--","--","--","--","--","--","--","--","00:23:31","00:47:20","--","--"
Yoga,2025-06-30 08:46:45,false,"Yoga","--","29","00:15:08","68","85","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","--","--","No","00:15:08","1","--","15","9","21","-11","30","19","52","80","00:15:08","00:15:08","--","--"
Cycling,2025-06-28 13:40:48,false,"Eindhoven Cycling","25.01","325","01:00:12","104","118","1.1","--","--","24.9","36.7","97","100","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","-5","--","No","00:11:30","5","--","20","14","28","--","--","--","--","--","01:00:05","01:00:12","13","28"
Running,2025-06-27 15:42:56,false,"Eindhoven Running","4.71","311","00:29:00","130","140","2.5","163","174","6:09","5:07","5","5","1.00","9.0","9.0","272","6:08","--","--","270","0.0","--","267","351","--","--","--","4,718","--","--","-8","--","No","00:04:16.6","5","--","29","20","36","--","--","--","--","--","00:28:21","00:39:39","17","22"
Virtual Cycling,2025-06-26 20:48:30,false,"ROUVY - Spin-Ups Lite | Simon Yates's favourite","17.56","244","00:34:39","112","121","2.0","--","--","31.0","72.0","144","302","--","--","--","--","--","78","85","127","21.0","129","125","159","--","--","--","--","--","--","--","--","No","00:00:10.0","29","--","--","--","--","--","--","--","--","--","00:34:33","00:35:18","25","232"
Running,2025-06-25 19:49:45,false,"Eindhoven Running","3.59","242","00:23:50","130","136","2.2","162","170","6:38","5:12","10","9","0.92","9.6","8.9","285","6:40","--","--","242","0.0","--","241","330","--","--","--","3,856","--","--","-4","--","No","00:03:50.1","4","--","--","--","--","--","--","--","--","--","00:23:47","00:23:50","11","16"
Yoga,2025-06-24 20:39:45,false,"Yoga","--","59","00:27:34","72","98","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","--","--","No","00:27:34","1","--","15","0","21","12","72","84","40","86","00:27:34","00:27:53","--","--"
Multisport,2025-06-22 07:34:37,false,"Hoorn Multisport","114.92","3,236","05:44:51","--","160","5.0","--","--","20.0","--","228","229","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","--","--","No","--:--:--","5","--","--","--","--","--","--","--","--","--","--:--:--","05:44:51","-14","13"
Cycling,2025-06-20 14:04:58,false,"Eindhoven Cycling","40.28","683","01:37:38","118","133","2.3","--","--","24.8","33.5","100","103","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","-9","--","No","00:00:41.4","9","--","23","15","35","--","--","--","--","--","01:35:05","01:37:38","12","29"
Pool Swim,2025-06-20 11:19:58,false,"Pool Swim","1,500","313","00:39:07","110","128","2.2","--","--","2:09","1:51","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","667","87","21","--","--","--","--","--","No","00:00:08.0","32","--","--","--","--","--","--","--","--","--","00:32:10","00:39:40","--","--"
Yoga,2025-06-19 22:46:29,false,"Yoga","--","25","00:08:23.5","81","110","0.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","--","--","No","00:08:23.5","1","--","12","8","16","3","77","80","66","94","00:08:23.5","00:08:23.5","--","--"
Running,2025-06-19 21:34:21,false,"Eindhoven Running","6.05","391","00:35:44","135","142","2.8","166","176","5:54","4:38","5","6","1.02","9.0","9.2","272","5:55","--","--","269","0.0","--","269","373","--","--","--","5,908","--","--","-6","--","No","00:00:17.7","7","--","28","22","35","--","--","--","--","--","00:35:39","00:36:20","16","23"
Cycling,2025-06-18 19:37:36,false,"Eindhoven Cycling","39.73","646","01:24:14","121","140","2.6","--","--","28.3","41.9","137","139","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","-8","--","No","00:09:49.7","8","--","25","17","38","--","--","--","--","--","01:24:06","01:24:14","12","29"
Running,2025-06-17 18:12:25,false,"Eindhoven Running","8.63","574","00:49:06","144","158","3.3","169","177","5:41","4:29","5","2","1.04","8.7","9.1","265","5:41","--","--","284","0.0","--","281","397","--","--","--","8,248","--","--","-9","--","No","00:02:25.1","11","--","29","23","40","--","--","--","--","--","00:48:55","00:49:19","19","25"
Yoga,2025-06-16 21:11:36,false,"Yoga","--","26","00:16:58","63","90","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","--","--","No","00:16:58","1","--","14","9","19","5","18","23","27","63","00:16:58","00:16:58","--","--"
Cycling,2025-06-15 08:55:29,false,"Eindhoven Cycling","67.97","1,062","02:24:43","124","140","3.0","--","--","28.2","43.2","204","206","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","-23","--","No","00:06:02.5","14","--","24","13","35","--","--","--","--","--","02:24:26","02:27:11","13","36"
Strength Training,2025-06-14 17:35:32,false,"Strength","0.00","310","00:50:56","109","142","1.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","460","230","23","-4","--","No","00:50:56","1","--","--","--","--","--","--","--","--","--","00:23:17","00:50:56","--","--"
Running,2025-06-14 10:18:47,false,"Eindhoven Running","6.05","435","00:36:29","153","165","3.2","169","176","6:02","5:30","4","3","0.99","9.0","8.9","270","6:02","--","--","263","0.0","--","263","307","--","--","--","6,136","--","--","-10","--","No","00:00:18.0","7","--","--","--","--","--","--","--","--","--","00:36:26","00:36:29","18","24"
Yoga,2025-06-13 21:37:41,false,"Yoga","--","36","00:20:28","66","101","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-1","--","No","00:20:28","1","--","13","9","18","31","20","51","31","93","00:20:28","00:20:28","--","--"
Cycling,2025-06-13 13:14:43,false,"Helmond Cycling","19.19","340","00:53:28","109","127","1.4","--","--","21.5","33.4","47","48","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","-4","--","No","00:10:52","4","--","20","13","26","--","--","--","--","--","00:50:20","00:53:28","13","23"
Open Water Swimming,2025-06-13 11:43:43,false,"Helmond Open Water Swimming","2,462","496","00:50:23","120","153","3.0","--","--","2:03","0:37","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","1242","43","24","--","--","--","-11","21.0","No","00:09:51.7","5","29.0","--","--","--","--","--","--","--","--","00:49:58","00:58:40","--","--"
Cycling,2025-06-13 10:20:34,false,"Eindhoven - 3x8' tempo","18.83","383","00:53:21","117","136","2.0","--","--","21.2","30.9","53","48","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","-10","--","No","00:05:20.6","5","--","20","15","28","--","--","--","--","--","00:49:37","00:53:21","11","23"
Running,2025-06-12 20:30:36,false,"Eindhoven Running","7.36","479","00:41:48","140","148","3.1","167","174","5:41","4:54","3","8","1.05","8.8","9.3","267","5:42","--","--","285","0.0","--","284","344","--","--","--","6,978","--","--","-9","--","No","00:02:05.9","8","--","25","18","35","--","--","--","--","--","00:41:45","00:42:58","15","22"
Cycling,2025-06-11 18:36:20,false,"Eindhoven Cycling","45.53","727","01:43:14","119","142","2.4","--","--","26.5","37.5","138","135","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","-9","--","No","00:01:07.7","10","--","23","14","32","--","--","--","--","--","01:41:45","01:45:44","13","30"
Yoga,2025-06-10 21:43:50,false,"Yoga","--","39","00:23:00","65","89","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","--","--","No","00:23:00","1","--","14","8","24","-54","66","12","34","82","00:23:00","00:23:00","--","--"
Strength Training,2025-06-10 19:38:05,false,"Strength","0.00","121","00:19:31","103","146","0.6","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","308","154","6","-1","--","No","00:19:31","1","--","--","--","--","--","--","--","--","--","00:10:57","00:19:31","--","--"
Running,2025-06-10 18:53:46,false,"Eindhoven Running","4.07","274","00:23:57","139","145","2.6","166","172","5:53","4:44","5","6","1.03","8.9","9.2","271","5:52","--","--","281","0.0","--","278","399","--","--","--","3,962","--","--","-5","--","No","00:00:25.2","5","--","26","23","32","--","--","--","--","--","00:23:53","00:23:57","14","19"
Open Water Swimming,2025-06-09 10:27:52,false,"Eindhoven Open Water Swimming","877","238","00:18:52","132","142","3.1","--","--","2:09","1:35","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","488","46","25","--","--","--","-4","18.0","No","00:08:11.9","2","20.0","--","--","--","--","--","--","--","--","00:18:19","00:18:52","--","--"
Virtual Cycling,2025-06-08 18:42:42,false,"ROUVY - LISS Endurance","44.94","609","01:32:41","109","120","2.5","--","--","30.0","58.8","249","292","--","--","--","--","--","82","94","120","49.0","129","118","148","--","--","--","--","--","--","--","--","No","00:01:00.0","35","--","--","--","--","--","--","--","--","--","01:30:01","01:35:22","-76","-15"
Yoga,2025-06-07 21:52:31,false,"Yoga","--","48","00:21:51","73","93","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","--","--","No","00:21:51","1","--","14","7","22","34","41","75","54","85","00:21:51","00:21:51","--","--"
Running,2025-06-07 17:19:39,false,"Eindhoven Running","2.05","145","00:11:41","145","154","2.3","167","174","5:41","4:29","9","3","1.07","8.6","9.2","263","5:32","--","--","296","0.0","--","292","382","--","--","--","1,954","--","--","-2","--","No","00:00:18.3","3","--","30","24","38","--","--","--","--","--","00:11:39","00:11:41","16","22"
Virtual Cycling,2025-06-07 13:59:53,false,"ROUVY - 3h @ 75% FTP - 2025-06-07","103.39","1,600","03:00:00","133","145","4.1","--","--","34.5","50.4","220","83","--","--","--","--","--","87","98","156","165.0","158","155","161","--","--","--","--","--","--","--","--","No","00:01:00.0","34","--","--","--","--","--","--","--","--","--","02:59:54","03:00:00","-16","4"
Strength Training,2025-06-06 17:38:12,false,"Strength","0.00","107","00:24:55","90","119","0.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","142","71","12","-2","--","No","00:24:55","1","--","--","--","--","--","--","--","--","--","00:12:22","00:24:55","--","--"
Cycling,2025-06-06 16:29:12,false,"Eindhoven Cycling","3.29","87","00:15:14","93","117","0.4","--","--","13.0","23.1","8","3","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","-1","--","No","00:15:14","1","--","--","--","--","--","--","--","--","--","00:11:58","00:15:14","17","26"
Pool Swim,2025-06-06 15:01:11,false,"Pool Swim","2,600","553","01:05:58","112","136","2.4","--","--","2:04","1:31","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","1181","85","22","--","--","--","--","--","No","00:00:14.3","38","--","--","--","--","--","--","--","--","--","00:53:42","01:08:25","--","--"
Virtual Cycling,2025-06-05 17:51:52,false,"ROUVY - Triathlon Training Camp #2","25.93","564","01:00:00","131","154","3.4","--","--","25.9","71.0","378","85","--","--","--","--","--","87","96","177","74.0","192","164","221","--","--","--","--","--","--","--","--","No","00:04:59.9","11","--","--","--","--","--","--","--","--","--","00:59:58","01:00:00","4","260"
Virtual Cycling,2025-06-04 17:25:29,false,"ROUVY - Variables Endurance","41.03","813","01:45:00","117","126","3.0","--","--","23.4","58.6","649","161","--","--","--","--","--","83","96","137","74.0","142","135","149","--","--","--","--","--","--","--","--","No","00:10:00","10","--","--","--","--","--","--","--","--","--","01:44:58","01:45:00","863","1,274"
Yoga,2025-06-04 08:32:02,false,"Yoga","--","14","00:07:02.7","67","84","0.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-1","--","No","00:07:02.7","1","--","13","9","17","-2","61","59","44","74","00:07:02.7","00:07:15.4","--","--"
Strength Training,2025-06-03 19:53:59,false,"Strength","0.00","160","00:27:32","103","147","0.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","190","95","11","--","--","No","00:27:32","1","--","--","--","--","--","--","--","--","--","00:12:11","00:27:32","--","--"
Virtual Cycling,2025-06-03 18:41:58,false,"ROUVY - Six Thresholds Lite | Increase your FTP with Lidl-Trek","24.58","519","00:58:00","130","158","3.6","--","--","25.4","72.0","402","466","--","--","--","--","--","88","118","175","66.0","192","156","323","--","--","--","--","--","--","--","--","No","00:00:10.0","30","--","--","--","--","--","--","--","--","--","00:57:58","00:58:00","590","929"
Yoga,2025-06-02 18:14:29,false,"Yoga","--","42","00:24:28","67","89","0.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-3","--","No","00:24:28","1","--","15","8","24","47","42","89","46","89","00:24:28","00:41:49","--","--"
Virtual Cycling,2025-06-01 20:51:54,false,"ROUVY - Active Recovery 2","31.37","434","01:00:00","119","129","2.3","--","--","31.4","66.6","199","249","--","--","--","--","--","84","98","126","36.0","126","126","128","--","--","--","--","--","--","--","--","No","01:00:00","1","--","--","--","--","--","--","--","--","--","00:59:59","01:00:00","193","344"
Walking,2025-06-01 13:44:22,false,"Eindhoven Walking","1.74","97","00:20:28","86","95","0.3","108","122","11:44","6:55","1","2","0.79","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","2,260","--","--","-2","--","No","00:09:02.2","2","--","--","--","--","--","--","--","--","--","00:20:06","00:20:28","17","20"
Yoga,2025-06-01 09:56:59,false,"Yoga","--","114","01:19:57","62","91","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","--","--","No","01:19:57","1","--","13","0","22","-29","69","40","32","87","01:19:57","01:19:57","--","--"
Yoga,2025-05-31 13:14:16,false,"Yoga","--","61","00:17:28","83","103","0.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-3","--","No","00:17:28","1","--","16","10","20","-39","84","45","78","94","00:17:28","00:17:28","--","--"
Cycling,2025-05-31 07:03:00,false,"Eindhoven Cycling","95.05","1,764","03:14:09","134","145","3.7","--","--","29.4","37.8","250","245","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","-30","--","No","00:00:10.0","20","--","26","11","36","--","--","--","--","--","03:13:48","03:28:48","11","34"
Cycling,2025-05-30 12:35:20,false,"Helmond Cycling","16.72","260","00:51:14","102","122","0.6","--","--","19.6","31.7","50","54","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","-3","--","No","00:04:55.0","4","--","17","11","24","--","--","--","--","--","00:48:42","00:51:14","13","23"
Open Water Swimming,2025-05-30 10:56:47,false,"Helmond Open Water Swimming","1,956","525","00:46:25","127","144","3.1","--","--","2:22","1:27","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","950","48","21","--","--","--","-11","17.0","No","00:11:08","4","20.0","--","--","--","--","--","--","--","--","00:44:36","01:02:04","--","--"
Cycling,2025-05-30 09:22:46,false,"Eindhoven Cycling","18.53","323","00:53:32","108","124","1.2","--","--","20.8","34.0","43","38","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","-8","--","No","00:10:46","4","--","19","13","28","--","--","--","--","--","00:48:40","00:53:32","10","22"
Virtual Cycling,2025-05-29 21:05:31,false,"ROUVY - Lactate leveraging | Improve your Endurance with Liv","35.48","606","01:10:01","126","142","3.1","--","--","30.4","63.5","317","231","--","--","--","--","--","89","100","156","63.0","158","151","181","--","--","--","--","--","--","--","--","No","00:01:00.0","29","--","--","--","--","--","--","--","--","--","01:09:59","01:10:01","621","709"
Pool Swim,2025-05-29 11:59:48,false,"Pool Swim","2,175","445","00:57:19","110","149","2.3","--","--","1:57","1:08","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","917","40","22","--","--","--","--","--","No","00:00:11.3","46","--","--","--","--","--","--","--","--","--","00:42:22","01:01:39","--","--"
Yoga,2025-05-29 10:45:14,false,"Yoga","--","63","00:23:24","77","90","0.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","2","-3","--","No","00:23:24","1","--","15","9","20","30","45","75","69","87","00:23:24","00:23:24","--","--"
Strength Training,2025-05-28 22:05:23,false,"Strength","0.00","74","00:16:25","90","112","0.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","298","149","5","--","--","No","00:16:25","1","--","--","--","--","--","--","--","--","--","00:10:57","00:16:25","--","--"
Cycling,2025-05-28 19:00:59,false,"Eindhoven Cycling","45.03","766","01:46:50","120","136","2.5","--","--","25.3","36.1","127","121","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","-8","--","No","00:00:04.9","10","--","23","14","32","--","--","--","--","--","01:43:36","01:51:50","9","27"
Yoga,2025-05-28 08:53:11,false,"Yoga","--","40","00:16:29","74","98","0.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-2","--","No","00:16:29","1","--","15","10","22","-7","67","60","61","89","00:16:29","00:16:29","--","--"
Yoga,2025-05-27 19:37:23,false,"Yoga","--","101","00:27:06","86","141","0.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","--","--","No","00:27:06","1","--","16","0","24","-16","97","81","82","98","00:27:06","00:27:06","--","--"
Strength Training,2025-05-27 19:00:07,false,"Strength","0.00","237","00:36:31","108","141","1.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","256","128","18","--","--","No","00:36:31","1","--","--","--","--","--","--","--","--","--","00:16:07","00:36:31","--","--"
Virtual Cycling,2025-05-27 17:38:12,false,"ROUVY - Iron Forge | Push Harder","29.68","537","01:00:00","136","164","3.4","--","--","29.7","59.8","295","217","--","--","--","--","--","88","104","178","71.0","177","156","237","--","--","--","--","--","--","--","--","No","00:02:59.9","13","--","--","--","--","--","--","--","--","--","00:59:58","01:00:00","1,328","1,523"
Yoga,2025-05-26 20:45:37,false,"Yoga","--","29","00:15:11","68","88","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-1","--","No","00:15:11","1","--","14","9","20","-2","33","31","42","81","00:15:11","00:15:11","--","--"
Yoga,2025-05-26 10:38:23,false,"Yoga","--","47","00:29:22","63","90","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-2","--","No","00:29:22","1","--","13","9","18","-45","71","26","35","87","00:29:22","00:59:27","--","--"
Virtual Cycling,2025-05-25 15:18:21,false,"ROUVY - Killing daemons - 2025-05-25","77.10","1,193","02:15:00","128","140","3.6","--","--","34.3","45.3","167","67","--","--","--","--","--","88","100","156","124.0","168","154","172","--","--","--","--","--","--","--","--","No","00:09:59.9","8","--","--","--","--","--","--","--","--","--","02:14:58","02:15:00","-16","4"
Yoga,2025-05-25 10:08:31,false,"Yoga","--","59","00:29:25","69","97","0.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-4","--","No","00:29:25","1","--","14","11","19","-45","90","45","49","90","00:29:25","00:29:25","--","--"
Virtual Cycling,2025-05-24 17:13:35,false,"ROUVY - Ramp to Tempo | Block 1: Half-Distance Triathlon","38.65","594","01:11:11","127","142","3.0","--","--","33.1","45.4","92","44","--","--","--","--","--","86","95","154","62.0","162","148","212","--","--","--","--","--","--","--","--","No","00:00:40.0","29","--","--","--","--","--","--","--","--","--","01:11:04","01:12:22","6","17"
Pool Swim,2025-05-24 10:32:55,false,"Pool Swim","2,450","549","01:11:23","114","156","2.7","--","--","2:05","1:35","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","1081","85","21","--","--","--","--","--","No","00:00:03.1","49","--","--","--","--","--","--","--","--","--","00:51:04","01:18:20","--","--"
Yoga,2025-05-23 21:47:52,false,"Yoga","--","32","00:19:01","64","95","0.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-1","--","No","00:19:01","1","--","13","7","18","47","22","69","33","71","00:19:01","00:19:01","--","--"
Cycling,2025-05-23 16:06:01,false,"'s-Hertogenbosch Cycling","51.52","793","02:26:59","104","126","1.5","--","--","21.0","37.7","203","189","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","-8","--","No","00:03:55.1","11","--","20","11","32","--","--","--","--","--","02:20:37","02:36:31","-0","25"
Cycling,2025-05-23 10:06:08,false,"Eindhoven Cycling","46.33","793","02:08:26","112","131","2.2","--","--","21.6","32.8","204","220","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","-14","--","No","00:03:41.8","10","--","21","13","30","--","--","--","--","--","02:05:32","02:12:24","-0","27"
Strength Training,2025-05-22 20:16:54,false,"Strength","0.00","101","00:27:08","84","108","0.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","190","95","9","-1","--","No","00:27:08","1","--","--","--","--","--","--","--","--","--","00:13:36","00:27:08","--","--"
Running,2025-05-22 19:10:31,false,"Eindhoven Running","0.39","24","00:03:33.1","106","124","0.2","131","173","9:01","5:24","3","1","0.92","8.7","7.1","272","8:49","--","--","228","0.0","--","179","500","--","--","--","466","--","--","--","--","No","00:03:33.1","1","--","22","17","28","--","--","--","--","--","00:03:32","00:03:33.1","19","21"
Virtual Cycling,2025-05-22 18:24:21,false,"ROUVY - Iron Forge | Push Harder","19.55","310","00:35:07","127","155","2.9","--","--","33.4","42.8","44","15","--","--","--","--","--","87","98","176","39.0","180","154","240","--","--","--","--","--","--","--","--","No","00:00:07.0","8","--","--","--","--","--","--","--","--","--","00:35:03","00:35:07","112","122"
